what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jpt.core,2.3.0.v201006020000,"org.eclipse.jpt.core",1301325994867
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1301325994883
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1301325995206
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301325995569
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301325998303
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1301326004481
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301326006583
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1301326008253
started,bundle,org.eclipse.wst.common.emf,1.2.1.v201008260500,"org.eclipse.wst.common.emf",1301326008296
started,bundle,org.eclipse.jem.util,2.1.2.v201008120100,"org.eclipse.jem.util",1301326008301
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.2.v201008242000,"org.eclipse.wst.common.emfworkbench.integration",1301326008304
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1301326008346
started,bundle,org.eclipse.wst.common.modulecore,1.2.3.v201008242000,"org.eclipse.wst.common.modulecore",1301326008350
started,bundle,org.eclipse.jst.j2ee.core,1.2.2.v201008120100,"org.eclipse.jst.j2ee.core",1301326008409
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1301326008461
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1301326008569
started,bundle,org.eclipse.wst.xml.core,1.1.502.v201009010342,"org.eclipse.wst.xml.core",1301326008579
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1301326008645
started,bundle,org.eclipse.jst.j2ee,1.1.402.v201009151730,"org.eclipse.jst.j2ee",1301326008738
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1301326009102
started,bundle,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui",1301326009169
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301326009408
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1301326009422
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301326014633
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301326019418
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1301326019589
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1301326019700
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301326021601
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301326941236
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301326941266
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301326949921
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1301326949991
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1301326949991
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1301326953698
error,log,,,"Unexpected Exception",1301326953912
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301326955256
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301326956560
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1301326956575
error,log,,,"Unexpected Exception",1301326960080
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301326961361
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301326963103
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1301326963118
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.refresh",1301326963679
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301326967943
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301326969623
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1301326969726
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1301326969805
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301326971460
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301327099884
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301327117804
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301327117874
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301327119864
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1301327377301
